본부,사업소,충전소명,충전기,충전기ID,주소,충전기구분,충전용량,충전량,충전시간,충전분,충전종료일자,충전시작시각,충전종료시각
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,10.76,1,41,2022.1.1,2022.1.1 20:41,2022.1.1 22:23
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.63,0,49,2022.1.1,2022.1.1 19:40,2022.1.1 20:30
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,8.45,1,19,2022.1.1,2022.1.1 18:35,2022.1.1 19:55
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,2.3,0,14,2022.1.1,2022.1.1 19:23,2022.1.1 19:37
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,44.94,0,53,2022.1.1,2022.1.1 21:09,2022.1.1 22:03
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,10.05,0,12,2022.1.1,2022.1.1 21:11,2022.1.1 21:24
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,4.53,0,6,2022.1.1,2022.1.1 21:01,2022.1.1 21:08
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,23.89,4,33,2022.1.1,2022.1.1 17:28,2022.1.1 22:02
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,50.98,1,7,2022.1.1,2022.1.1 19:44,2022.1.1 20:51
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,22.09,1,20,2022.1.1,2022.1.1 19:31,2022.1.1 20:51
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,54.09,1,11,2022.1.1,2022.1.1 18:32,2022.1.1 19:43
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,12.99,0,23,2022.1.1,2022.1.1 22:47,2022.1.1 23:10
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,35.21,0,42,2022.1.1,2022.1.1 18:39,2022.1.1 19:21
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,18.18,2,45,2022.1.1,2022.1.1 16:50,2022.1.1 19:35
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,0.64,0,11,2022.1.1,2022.1.1 17:58,2022.1.1 18:09
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,22.32,0,58,2022.1.1,2022.1.1 18:18,2022.1.1 19:17
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,1.05,0,18,2022.1.1,2022.1.1 18:13,2022.1.1 18:31
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,54.75,1,57,2022.1.1,2022.1.1 15:46,2022.1.1 17:43
서울,마포용산,용산역 아이파크몰,완속02,732,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.36,1,51,2022.1.1,2022.1.1 17:38,2022.1.1 19:30
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,19.42,0,51,2022.1.1,2022.1.1 16:57,2022.1.1 17:48
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,44.42,1,3,2022.1.1,2022.1.1 18:02,2022.1.1 19:05
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,6.19,0,57,2022.1.1,2022.1.1 17:40,2022.1.1 18:38
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,6.5,2,6,2022.1.1,2022.1.1 17:03,2022.1.1 19:10
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,43.48,1,14,2022.1.1,2022.1.1 16:03,2022.1.1 17:17
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,15.06,2,24,2022.1.1,2022.1.1 14:16,2022.1.1 16:40
서울,마포용산,용산역 아이파크몰,완속02,732,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.95,1,53,2022.1.1,2022.1.1 15:19,2022.1.1 17:12
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,24.81,3,43,2022.1.1,2022.1.1 13:32,2022.1.1 17:15
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,7.15,2,22,2022.1.1,2022.1.1 14:07,2022.1.1 16:30
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.43,0,48,2022.1.1,2022.1.1 15:54,2022.1.1 16:42
서울,마포용산,용산역 아이파크몰,완속06,736,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.67,1,47,2022.1.1,2022.1.1 13:43,2022.1.1 15:30
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,41.95,1,16,2022.1.1,2022.1.1 13:08,2022.1.1 14:25
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,48.81,1,39,2022.1.1,2022.1.1 12:34,2022.1.1 14:14
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,9.87,2,54,2022.1.1,2022.1.1 11:28,2022.1.1 14:23
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,5.19,0,7,2022.1.1,2022.1.1 15:11,2022.1.1 15:18
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,2.27,0,21,2022.1.1,2022.1.1 15:18,2022.1.1 15:40
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,32.13,1,4,2022.1.1,2022.1.1 13:35,2022.1.1 14:39
서울,마포용산,용산역 아이파크몰,완속02,732,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,1.8,0,15,2022.1.1,2022.1.1 14:52,2022.1.1 15:08
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,1.64,0,28,2022.1.1,2022.1.1 14:46,2022.1.1 15:14
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,17.34,1,13,2022.1.1,2022.1.1 13:34,2022.1.1 14:47
서울,마포용산,용산역 아이파크몰,완속02,732,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,25.29,3,43,2022.1.1,2022.1.1 10:43,2022.1.1 14:26
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,21.03,3,9,2022.1.1,2022.1.1 10:10,2022.1.1 13:20
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,6.97,0,24,2022.1.1,2022.1.1 13:07,2022.1.1 13:32
서울,마포용산,용산역 아이파크몰,완속06,736,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,6.37,1,57,2022.1.1,2022.1.1 11:38,2022.1.1 13:35
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,7.83,0,22,2022.1.1,2022.1.1 12:36,2022.1.1 12:59
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,13.46,0,25,2022.1.1,2022.1.1 13:46,2022.1.1 14:11
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,4.11,0,13,2022.1.1,2022.1.1 12:27,2022.1.1 12:40
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,7.26,2,4,2022.1.1,2022.1.1 12:04,2022.1.1 14:08
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,9.76,0,13,2022.1.1,2022.1.1 12:52,2022.1.1 13:05
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.22,1,49,2022.1.1,2022.1.1 12:16,2022.1.1 14:06
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,8.22,2,25,2022.1.1,2022.1.1 10:41,2022.1.1 13:07
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,15.23,0,25,2022.1.1,2022.1.1 12:38,2022.1.1 13:04
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,9.5,1,59,2022.1.1,2022.1.1 12:03,2022.1.1 14:02
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.18,3,44,2022.1.1,2022.1.1 8:00,2022.1.1 11:45
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,0.02,0,0,2022.1.1,2022.1.1 12:31,2022.1.1 12:31
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,28.3,0,49,2022.1.1,2022.1.1 10:29,2022.1.1 11:19
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,9.86,1,9,2022.1.1,2022.1.1 9:11,2022.1.1 10:21
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,7.05,1,20,2022.1.1,2022.1.1 9:29,2022.1.1 10:50
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,72.84,1,51,2022.1.1,2022.1.1 7:37,2022.1.1 9:28
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,28.98,1,12,2022.1.1,2022.1.1 8:19,2022.1.1 9:31
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,3.37,0,32,2022.1.1,2021.12.31 23:38,2022.1.1 0:10
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,14.08,1,14,2022.1.1,2021.12.31 22:52,2022.1.1 0:06
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,52.25,1,33,2022.1.2,2022.1.2 16:52,2022.1.2 18:26
서울,마포용산,용산역 아이파크몰,완속06,736,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.28,1,34,2022.1.2,2022.1.2 18:25,2022.1.2 19:59
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,67.5,1,39,2022.1.2,2022.1.2 18:39,2022.1.2 20:19
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,78.6,2,13,2022.1.2,2022.1.2 20:06,2022.1.2 22:20
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,7.75,1,11,2022.1.2,2022.1.2 19:12,2022.1.2 20:23
서울,마포용산,용산역 아이파크몰,완속02,732,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,8.73,2,39,2022.1.2,2022.1.2 19:15,2022.1.2 21:55
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,31.89,1,23,2022.1.2,2022.1.2 18:40,2022.1.2 20:03
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,21,0,38,2022.1.2,2022.1.2 18:25,2022.1.2 19:04
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,0.63,0,0,2022.1.2,2022.1.2 20:03,2022.1.2 20:04
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,16.42,1,19,2022.1.2,2022.1.2 18:44,2022.1.2 20:04
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,20.09,2,59,2022.1.2,2022.1.2 15:23,2022.1.2 18:22
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,17.41,2,39,2022.1.2,2022.1.2 17:21,2022.1.2 20:00
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,36.31,0,48,2022.1.2,2022.1.2 20:56,2022.1.2 21:45
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,67.8,1,40,2022.1.2,2022.1.2 17:25,2022.1.2 19:06
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.86,2,0,2022.1.2,2022.1.2 16:43,2022.1.2 18:43
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,10.08,3,1,2022.1.2,2022.1.2 16:57,2022.1.2 19:58
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,26.34,0,55,2022.1.2,2022.1.2 19:44,2022.1.2 20:40
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,23.61,1,31,2022.1.2,2022.1.2 16:15,2022.1.2 17:47
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,4.55,1,26,2022.1.2,2022.1.2 18:34,2022.1.2 20:00
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,9.98,3,8,2022.1.2,2022.1.2 11:56,2022.1.2 15:05
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,28.83,0,34,2022.1.2,2022.1.2 16:41,2022.1.2 17:16
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,7.19,3,13,2022.1.2,2022.1.2 10:12,2022.1.2 13:26
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,74.11,1,59,2022.1.2,2022.1.2 16:30,2022.1.2 18:30
서울,마포용산,용산역 아이파크몰,완속02,732,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,17.25,2,38,2022.1.2,2022.1.2 12:57,2022.1.2 15:36
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,35,0,46,2022.1.2,2022.1.2 15:30,2022.1.2 16:17
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,10.77,3,9,2022.1.2,2022.1.2 11:44,2022.1.2 14:53
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,33.56,0,53,2022.1.2,2022.1.2 14:15,2022.1.2 15:09
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,19.56,1,24,2022.1.2,2022.1.2 13:36,2022.1.2 15:00
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,39.25,1,32,2022.1.2,2022.1.2 8:51,2022.1.2 10:23
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,26.35,1,28,2022.1.2,2022.1.2 13:28,2022.1.2 14:57
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,0.16,0,1,2022.1.2,2022.1.2 14:10,2022.1.2 14:11
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,27.52,0,45,2022.1.2,2022.1.2 16:50,2022.1.2 17:36
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,0.16,0,1,2022.1.2,2022.1.2 16:39,2022.1.2 16:41
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,8.03,0,14,2022.1.2,2022.1.2 15:18,2022.1.2 15:33
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,30.24,0,49,2022.1.2,2022.1.2 14:55,2022.1.2 15:44
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,2.84,0,3,2022.1.2,2022.1.2 16:42,2022.1.2 16:46
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,38.69,1,40,2022.1.2,2022.1.2 14:42,2022.1.2 16:22
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,16.23,0,35,2022.1.2,2022.1.2 17:27,2022.1.2 18:03
서울,마포용산,용산역 아이파크몰,완속06,736,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,25.67,4,0,2022.1.2,2022.1.2 14:19,2022.1.2 18:19
서울,마포용산,용산역 아이파크몰,완속02,732,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,10.35,1,31,2022.1.2,2022.1.2 17:38,2022.1.2 19:09
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,24.53,0,32,2022.1.2,2022.1.2 15:32,2022.1.2 16:05
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,6.65,2,15,2022.1.2,2022.1.2 13:19,2022.1.2 15:35
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,13.13,0,23,2022.1.2,2022.1.2 15:02,2022.1.2 15:25
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,48.03,1,24,2022.1.2,2022.1.2 9:57,2022.1.2 11:22
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,13.29,2,3,2022.1.2,2022.1.2 13:34,2022.1.2 15:37
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,9.01,1,23,2022.1.2,2022.1.2 15:01,2022.1.2 16:25
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,11.95,0,37,2022.1.2,2022.1.2 9:34,2022.1.2 10:11
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,4.41,0,18,2022.1.2,2022.1.2 10:56,2022.1.2 11:14
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,22.21,5,24,2022.1.2,2022.1.2 0:35,2022.1.2 6:00
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,3.79,0,36,2022.1.2,2022.1.2 13:03,2022.1.2 13:40
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,1.59,0,27,2022.1.2,2022.1.2 12:48,2022.1.2 13:16
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,6.14,2,1,2022.1.3,2022.1.3 17:03,2022.1.3 19:05
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,33.45,0,50,2022.1.3,2022.1.3 21:25,2022.1.3 22:15
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,15.07,6,2,2022.1.3,2022.1.3 9:12,2022.1.3 15:15
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,62.65,1,18,2022.1.3,2022.1.3 21:30,2022.1.3 22:49
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,21.75,0,39,2022.1.3,2022.1.3 15:51,2022.1.3 16:30
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,33.53,1,42,2022.1.3,2022.1.3 15:20,2022.1.3 17:02
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,22.11,1,45,2022.1.3,2022.1.3 15:52,2022.1.3 17:38
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,7.7,2,17,2022.1.3,2022.1.3 21:37,2022.1.3 23:55
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,15.4,0,46,2022.1.3,2022.1.3 18:48,2022.1.3 19:34
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,1.44,0,24,2022.1.3,2022.1.3 20:04,2022.1.3 20:29
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,2.44,1,10,2022.1.3,2022.1.3 16:29,2022.1.3 17:40
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,30.98,1,18,2022.1.3,2022.1.3 19:52,2022.1.3 21:10
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,39.3,1,14,2022.1.3,2022.1.3 19:14,2022.1.3 20:28
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.37,1,34,2022.1.3,2022.1.3 18:26,2022.1.3 20:00
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,28.65,0,43,2022.1.3,2022.1.3 14:48,2022.1.3 15:31
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,4.72,1,34,2022.1.3,2022.1.3 13:25,2022.1.3 15:00
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,27.75,1,33,2022.1.3,2022.1.3 17:37,2022.1.3 19:10
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,62.63,1,31,2022.1.3,2022.1.3 18:38,2022.1.3 20:10
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,24.58,0,46,2022.1.3,2022.1.3 19:25,2022.1.3 20:12
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,11.16,1,8,2022.1.3,2022.1.3 20:36,2022.1.3 21:45
서울,마포용산,용산역 아이파크몰,완속02,732,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,46.5,6,50,2022.1.3,2022.1.3 12:55,2022.1.3 19:45
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,6.83,0,12,2022.1.3,2022.1.3 16:25,2022.1.3 16:37
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,4.98,1,29,2022.1.3,2022.1.3 13:44,2022.1.3 15:13
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,13.48,2,25,2022.1.3,2022.1.3 20:14,2022.1.3 22:40
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,34.14,0,43,2022.1.3,2022.1.3 17:20,2022.1.3 18:03
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,35.01,0,48,2022.1.3,2022.1.3 18:35,2022.1.3 19:23
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,54.55,1,21,2022.1.3,2022.1.3 12:55,2022.1.3 14:16
