본부,사업소,충전소명,충전기,충전기ID,주소,충전기구분,충전용량,충전량,충전시간,충전분,충전종료일자,충전시작시각,충전종료시각
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,9.18,1,42,2022.1.9,2022.1.9 15:13,2022.1.9 16:55
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,15.5,2,30,2022.1.9,2022.1.9 13:24,2022.1.9 15:55
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,33.92,0,51,2022.1.9,2022.1.9 17:08,2022.1.9 17:59
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,66.66,2,5,2022.1.9,2022.1.9 12:15,2022.1.9 14:20
서울,마포용산,용산역 아이파크몰,완속06,736,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,11.62,1,47,2022.1.9,2022.1.9 15:07,2022.1.9 16:55
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,41.23,1,49,2022.1.9,2022.1.9 16:48,2022.1.9 18:37
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,36,5,26,2022.1.10,2022.1.10 16:44,2022.1.10 22:10
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.79,3,34,2022.1.10,2022.1.10 18:25,2022.1.10 22:00
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.28,1,34,2022.1.10,2022.1.10 21:55,2022.1.10 23:30
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,19.6,2,57,2022.1.10,2022.1.10 17:57,2022.1.10 20:54
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,11.13,3,20,2022.1.10,2022.1.10 17:49,2022.1.10 21:10
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,11.86,1,44,2022.1.10,2022.1.10 19:10,2022.1.10 20:55
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,6.32,0,8,2022.1.10,2022.1.10 9:04,2022.1.10 9:12
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,44.5,1,6,2022.1.10,2022.1.10 9:14,2022.1.10 10:21
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,18.99,0,26,2022.1.10,2022.1.10 8:18,2022.1.10 8:44
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,53.75,1,39,2022.1.10,2022.1.10 18:32,2022.1.10 20:12
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,51.13,1,40,2022.1.10,2022.1.10 18:34,2022.1.10 20:14
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,3.34,0,59,2022.1.10,2022.1.10 17:20,2022.1.10 18:20
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,25.8,0,47,2022.1.10,2022.1.10 16:44,2022.1.10 17:32
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,23.06,1,35,2022.1.10,2022.1.9 23:39,2022.1.10 1:14
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,19.3,1,18,2022.1.10,2022.1.10 10:46,2022.1.10 12:04
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,8.48,1,15,2022.1.10,2022.1.10 12:07,2022.1.10 13:22
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,4.91,1,36,2022.1.10,2022.1.10 17:58,2022.1.10 19:35
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.16,1,33,2022.1.10,2022.1.10 17:49,2022.1.10 19:23
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,0.41,0,4,2022.1.10,2022.1.10 16:32,2022.1.10 16:36
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,68.4,2,29,2022.1.10,2022.1.10 17:13,2022.1.10 19:43
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,30.1,1,6,2022.1.10,2022.1.10 14:10,2022.1.10 15:16
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,16.98,0,34,2022.1.10,2022.1.10 11:28,2022.1.10 12:02
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,53.29,1,4,2022.1.11,2022.1.11 20:02,2022.1.11 21:06
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,49.31,1,5,2022.1.11,2022.1.11 9:07,2022.1.11 10:13
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,24.85,0,43,2022.1.11,2022.1.11 11:20,2022.1.11 12:03
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,43.14,1,14,2022.1.11,2022.1.11 18:21,2022.1.11 19:36
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,11.48,0,31,2022.1.11,2022.1.11 13:14,2022.1.11 13:45
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,10.85,1,41,2022.1.11,2022.1.11 20:38,2022.1.11 22:20
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,61.03,1,21,2022.1.11,2022.1.11 18:57,2022.1.11 20:19
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,39.05,1,6,2022.1.11,2022.1.11 14:39,2022.1.11 15:46
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,3.06,0,54,2022.1.11,2022.1.11 19:46,2022.1.11 20:41
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,36.95,0,43,2022.1.11,2022.1.11 12:17,2022.1.11 13:01
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,16.7,2,41,2022.1.11,2022.1.11 10:41,2022.1.11 13:22
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,50.44,7,57,2022.1.11,2022.1.11 14:52,2022.1.11 22:50
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,13.54,2,10,2022.1.11,2022.1.11 20:43,2022.1.11 22:54
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,22.53,1,19,2022.1.11,2022.1.11 17:34,2022.1.11 18:53
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,25.51,0,52,2022.1.11,2022.1.11 13:51,2022.1.11 14:43
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,8.43,2,27,2022.1.11,2022.1.11 18:22,2022.1.11 20:50
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,30.17,0,45,2022.1.11,2022.1.11 19:49,2022.1.11 20:34
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,37.08,1,1,2022.1.11,2022.1.11 18:02,2022.1.11 19:04
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,27.17,1,39,2022.1.11,2022.1.11 11:59,2022.1.11 13:39
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,47.45,1,25,2022.1.11,2022.1.11 10:23,2022.1.11 11:49
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,3.15,0,6,2022.1.11,2022.1.11 7:41,2022.1.11 7:47
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,6.4,0,58,2022.1.11,2022.1.11 18:48,2022.1.11 19:46
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.55,0,50,2022.1.11,2022.1.11 12:06,2022.1.11 12:57
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,34.64,1,8,2022.1.11,2022.1.11 15:19,2022.1.11 16:28
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,42.39,1,6,2022.1.11,2022.1.11 13:02,2022.1.11 14:08
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,38.65,2,31,2022.1.11,2022.1.11 17:55,2022.1.11 20:27
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,6.01,1,58,2022.1.11,2022.1.11 17:56,2022.1.11 19:55
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,69.09,2,9,2022.1.11,2022.1.11 11:52,2022.1.11 14:02
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.28,4,16,2022.1.11,2022.1.11 9:43,2022.1.11 14:00
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,36.89,0,56,2022.1.12,2022.1.12 18:47,2022.1.12 19:44
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,13.84,0,16,2022.1.12,2022.1.12 0:42,2022.1.12 0:58
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,18.07,2,39,2022.1.12,2022.1.12 19:31,2022.1.12 22:11
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,39.52,0,51,2022.1.12,2022.1.12 15:14,2022.1.12 16:05
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,15.17,0,23,2022.1.12,2022.1.12 16:51,2022.1.12 17:15
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,13.95,0,51,2022.1.12,2022.1.12 15:44,2022.1.12 16:36
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,51.79,1,12,2022.1.12,2022.1.12 13:58,2022.1.12 15:10
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,1.13,0,59,2022.1.12,2022.1.12 18:59,2022.1.12 19:59
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,17.71,1,4,2022.1.12,2022.1.12 17:09,2022.1.12 18:14
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,22.53,0,51,2022.1.12,2022.1.12 15:58,2022.1.12 16:50
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,73.8,1,54,2022.1.12,2022.1.12 16:57,2022.1.12 18:51
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,21.79,3,17,2022.1.12,2022.1.12 15:43,2022.1.12 19:01
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,3.95,1,9,2022.1.12,2022.1.12 17:09,2022.1.12 18:18
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,6.77,2,6,2022.1.12,2022.1.12 11:58,2022.1.12 14:05
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,21.85,0,51,2022.1.12,2022.1.12 13:09,2022.1.12 14:00
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,2.52,0,3,2022.1.12,2022.1.12 21:56,2022.1.12 22:00
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.3,4,6,2022.1.12,2022.1.12 11:23,2022.1.12 15:30
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,21.5,2,13,2022.1.12,2022.1.12 11:42,2022.1.12 13:55
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,25.26,0,45,2022.1.12,2022.1.12 12:21,2022.1.12 13:07
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,8.12,0,14,2022.1.12,2022.1.12 13:23,2022.1.12 13:38
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,3.51,0,16,2022.1.12,2022.1.12 9:35,2022.1.12 9:52
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,28.29,1,2,2022.1.12,2022.1.12 18:43,2022.1.12 19:45
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,7.1,2,11,2022.1.12,2022.1.12 12:23,2022.1.12 14:35
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,28.57,1,8,2022.1.12,2022.1.12 18:09,2022.1.12 19:17
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,20.03,3,2,2022.1.12,2022.1.12 18:10,2022.1.12 21:13
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,24.7,1,4,2022.1.12,2022.1.12 19:21,2022.1.12 20:26
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,21.1,0,59,2022.1.12,2022.1.12 10:24,2022.1.12 11:23
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,14.33,0,19,2022.1.12,2022.1.12 21:55,2022.1.12 22:14
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,18.19,3,5,2022.1.12,2022.1.12 20:38,2022.1.12 23:44
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,25.19,0,47,2022.1.12,2022.1.12 21:54,2022.1.12 22:41
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,18.28,2,53,2022.1.12,2022.1.12 17:10,2022.1.12 20:04
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,33.49,0,44,2022.1.12,2022.1.12 22:15,2022.1.12 23:00
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,13.64,2,17,2022.1.12,2022.1.12 18:12,2022.1.12 20:30
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,14.42,0,42,2022.1.12,2022.1.12 12:18,2022.1.12 13:00
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,15.88,2,49,2022.1.12,2022.1.12 20:15,2022.1.12 23:05
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,23.18,0,43,2022.1.12,2022.1.12 13:42,2022.1.12 14:25
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,20.78,0,37,2022.1.12,2022.1.12 0:03,2022.1.12 0:41
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,2.92,0,26,2022.1.13,2022.1.13 11:48,2022.1.13 12:14
서울,마포용산,용산역 아이파크몰,완속09,739,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,50.74,10,6,2022.1.13,2022.1.12 22:08,2022.1.13 8:15
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,23.04,0,51,2022.1.13,2022.1.13 9:40,2022.1.13 10:32
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,13.48,3,54,2022.1.13,2022.1.12 20:06,2022.1.13 0:00
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,32.14,0,51,2022.1.13,2022.1.13 10:52,2022.1.13 11:43
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,0.41,0,1,2022.1.13,2022.1.13 11:41,2022.1.13 11:43
서울,마포용산,용산역 아이파크몰,완속03,733,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,11.67,3,37,2022.1.13,2022.1.13 8:37,2022.1.13 12:15
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,0.95,0,2,2022.1.13,2022.1.13 11:49,2022.1.13 11:51
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,21.02,3,11,2022.1.13,2022.1.13 13:23,2022.1.13 16:34
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.05,0,48,2022.1.13,2022.1.13 18:49,2022.1.13 19:37
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.51,2,7,2022.1.13,2022.1.13 18:49,2022.1.13 20:57
서울,마포용산,용산역 아이파크몰,급속09,728,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,0.18,0,0,2022.1.13,2022.1.13 11:39,2022.1.13 11:40
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,32.46,1,53,2022.1.13,2022.1.13 18:12,2022.1.13 20:05
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,12.07,2,5,2022.1.13,2022.1.13 15:40,2022.1.13 17:46
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,35.86,0,44,2022.1.13,2022.1.13 17:40,2022.1.13 18:25
서울,마포용산,용산역 아이파크몰,완속01,729,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,19.14,4,19,2022.1.13,2022.1.13 11:05,2022.1.13 15:25
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,24.71,0,44,2022.1.13,2022.1.13 19:42,2022.1.13 20:27
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,58.09,2,32,2022.1.13,2022.1.13 6:23,2022.1.13 8:56
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,8.5,1,15,2022.1.13,2022.1.13 15:22,2022.1.13 16:38
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,40.97,1,2,2022.1.13,2022.1.13 13:19,2022.1.13 14:22
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,7.6,1,8,2022.1.13,2022.1.13 19:04,2022.1.13 20:13
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,46.89,1,26,2022.1.13,2022.1.13 19:07,2022.1.13 20:33
서울,마포용산,용산역 아이파크몰,완속06,736,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,7.37,1,11,2022.1.13,2022.1.13 14:53,2022.1.13 16:05
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,3.12,0,8,2022.1.13,2022.1.13 11:28,2022.1.13 11:37
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,6.54,0,23,2022.1.13,2022.1.13 9:30,2022.1.13 9:53
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,0.47,0,1,2022.1.13,2022.1.13 11:45,2022.1.13 11:46
서울,마포용산,용산역 아이파크몰,완속11,731,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,0.06,0,0,2022.1.13,2022.1.13 11:20,2022.1.13 11:20
서울,마포용산,용산역 아이파크몰,완속06,736,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,0.07,0,0,2022.1.13,2022.1.13 11:23,2022.1.13 11:24
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,3.25,0,7,2022.1.13,2022.1.13 11:52,2022.1.13 12:00
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,0.05,0,0,2022.1.13,2022.1.13 11:24,2022.1.13 11:24
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,0.27,0,0,2022.1.13,2022.1.13 11:47,2022.1.13 11:48
서울,마포용산,용산역 아이파크몰,급속02,721,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,92.56,1,58,2022.1.13,2022.1.13 11:19,2022.1.13 13:18
서울,마포용산,용산역 아이파크몰,급속06,725,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,47.25,0,56,2022.1.13,2022.1.13 11:54,2022.1.13 12:51
서울,마포용산,용산역 아이파크몰,급속01,719,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,23.9,1,3,2022.1.13,2022.1.13 10:36,2022.1.13 11:39
서울,마포용산,용산역 아이파크몰,급속03,722,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,20.29,0,27,2022.1.13,2022.1.13 14:00,2022.1.13 14:27
서울,마포용산,용산역 아이파크몰,급속07,726,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,35.94,1,35,2022.1.13,2022.1.13 13:09,2022.1.13 14:44
서울,마포용산,용산역 아이파크몰,완속10,730,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,2.98,0,53,2022.1.13,2022.1.13 13:30,2022.1.13 14:24
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,19.84,0,43,2022.1.13,2022.1.13 14:36,2022.1.13 15:20
서울,마포용산,용산역 아이파크몰,급속05,724,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,22.86,0,37,2022.1.13,2022.1.13 13:21,2022.1.13 13:59
서울,마포용산,용산역 아이파크몰,급속10,720,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,52.51,1,34,2022.1.13,2022.1.13 11:13,2022.1.13 12:48
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,27.28,0,42,2022.1.13,2022.1.13 13:16,2022.1.13 13:58
서울,마포용산,용산역 아이파크몰,급속08,727,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,0.29,0,0,2022.1.13,2022.1.13 11:40,2022.1.13 11:41
서울,마포용산,용산역 아이파크몰,급속04,723,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",급속,50,53.53,1,33,2022.1.13,2022.1.13 13:15,2022.1.13 14:49
서울,마포용산,용산역 아이파크몰,완속07,737,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,5.92,1,47,2022.1.13,2022.1.13 21:47,2022.1.13 23:35
서울,마포용산,용산역 아이파크몰,완속05,735,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",완속,7,11.27,3,8,2022.1.13,2022.1.13 20:12,2022.1.13 23:21
